edit_index,question,label,pre_edit,post_edit,pre_edit_eval,post_edit_eval
81,Question: when were the words under god added to the pledge?. Answer:,"['1954', 'Flag Day in 1954', 'on Flag Day in 1954']",1954,1954,1,1
81,Question: who's flag is red white and green?. Answer:,['Hungary'],Italy,Italy,0,0
81,Question: most of new zealands land supports which economic activity?. Answer:,"['Pastoral farming', 'agriculture']",Agriculture.,Agriculture.,1,1
81,Question: who played jennifer in back to the future?. Answer:,['Claudia Grace Wells'],Elisabeth Shue,Elisabeth Shue,0,0
81,Question: who did michael showers play on vampire diaries?. Answer:,['The Man'],Matt Donovan,Matt Donovan,0,0
81,Question: who plays big momma in big mommas house?. Answer:,"['Martin Lawrence', 'Ella Mitchell']",Martin Lawrence,Martin Lawrence,1,1
81,Question: when was the cleveland browns last winning game?. Answer:,['2016'],"January 10, 2021","January 10, 2021",0,0
81,Question: who played tom hagon in the godfather series?. Answer:,['Robert Duvall'],Robert Duvall,Robert Duvall,1,1
81,Question: who scored fastest 10000 runs in test cricket?. Answer:,"['Kumar Sangakkara', 'Brian Lara', 'Sachin Tendulkar', 'Alastair Cook']",Sachin Tendulkar.,Sachin Tendulkar.,1,1
81,Question: who is doing 2018 super bowl half time show?. Answer:,['Justin Timberlake'],Justin Timberlake,Justin Timberlake,1,1
81,Question: how many times have the golden state warriors been to the playoffs?. Answer:,['nine'],67 times,67 times,0,0
81,Question: when was nepal declared a secular state in bs?. Answer:,"['January 15 , 2007']",1959 BS,1959 BS,0,0
81,Question: who sings song at the end of beauty and the beast?. Answer:,['Josh Groban'],Celine Dion and Peabo Bryson.,Celine Dion and Peabo Bryson.,0,0
81,Question: what is the largest magnitude earthquake that has occurred in the pacific northwest?. Answer:,['The 1700 Cascadia earthquake'],9.0 (Cascadia earthquake of 1700),9.0 (Cascadia earthquake of 1700),1,1
81,Question: when did the twenty one pilots hiatus start?. Answer:,"['July 2017', 'November 2016']",2018,2018,0,0
81,Question: who is the highest paid baseball player in the major leagues?. Answer:,"['Clayton Kershaw', 'Alex Rodriguez']",Mike Trout.,Mike Trout.,0,0
81,Question: where did the british empire control an entire continent?. Answer:,['Australia'],Africa.,Africa.,0,0
81,Question: when did the right to buy scheme start?. Answer:,['1980'],1980,1980,1,1
81,Question: the lowest temperature at which a lubricant will flow is called the?. Answer:,['pour point'],Pour point.,Pour point.,1,1
81,Question: bosnia and herzegovina croatia macedonia and slovenia all used to be parts of?. Answer:,['Yugoslavia'],Yugoslavia,Yugoslavia,1,1
81,Question: what channel is celebrity big brother on in the usa?. Answer:,"['on CBS', 'CBS']",CBS.,CBS.,1,1
81,Question: who was the first baseball player to be featured on a postage stamp?. Answer:,['Jackie Robinson'],Babe Ruth.,Babe Ruth.,0,0
81,Question: who played major hochstetter in hogan's heroes?. Answer:,['Howard Caine'],Werner Klemperer,Werner Klemperer,0,0
81,Question: where do the phaeacians live in the odyssey?. Answer:,['Scheria'],Phaeacia.,Phaeacia.,1,1
81,Question: what was the biggest tank in world war 2?. Answer:,['Panzerkampfwagen VIII Maus'],The Maus.,The Maus.,1,1
81,Question: what city was zeus the patron god of?. Answer:,"['Elis', 'Olympia']",Olympia,Olympia,1,1
81,Question: how many episodes in 1st season of the crown?. Answer:,['10'],10,10,1,1
81,Question: distinctive characteristics of animals classified as vertebrates include?. Answer:,"['have a vertebral column', 'backbones']","A backbone, a skull, and a vertebral column.","A backbone, a skull, and a vertebral column.",1,1
81,Question: who does brant daugherty play in pretty little liars?. Answer:,['Noel Kahn'],"Noah ""Holt"" Parker","Noah ""Puck"" Kahn",0,0
81,Question: the grand tour season 2 episode 2 celebrity guests?. Answer:,"['Abbie Eaton', 'Brian Wilson', 'Kevin Pietersen', 'Kevin Pietersen , Brian Wilson']","Abbie Eaton, Tom Bradby, and Richard Hammond.","Abbie Eaton, Tom Bradby, and Richard Hammond.",0,0
81,Question: who won the award for best goalkeeper in football world cup 2006?. Answer:,['Gianluigi Buffon'],Iker Casillas.,Iker Casillas.,0,0
81,Question: where did the last name edwards come from?. Answer:,"['England', 'Wales', 'Scotland']","The surname Edwards is of English and Welsh origin, derived from the Old English words","The surname Edwards is of English and Welsh origin, derived from the Old English words",0,0
81,Question: which country is the last member of saarc?. Answer:,['Afghanistan'],Afghanistan,Afghanistan,1,1
81,Question: what types of cells go through binary fission?. Answer:,"['prokaryotic', 'domains of Archaea and Bacteria']",Bacteria and some archaea.,Bacteria and some archaea.,0,0
81,Question: where do the blood vessels that supply the retinal cells lie?. Answer:,"['The optic nerve', 'optic nerve']",In the optic disc.,In the optic disc.,0,0
81,Question: green algae is an example of which type of reproduction?. Answer:,"['alternation of generations .', 'alternation of generations']",Alternation of generations.,Alternation of generations.,1,1
81,Question: who did deion sanders go in the hall of fame as?. Answer:,['Cornerback'],Deion Sanders went into the Hall of Fame as a player.,Deion Sanders went into the Hall of Fame as a player in 2011,0,0
81,Question: when does scully come back in season 2?. Answer:,"['One Breath', '8']","Episode 3, ""Syzygy"".","Episode 10, ""Christmas Carol""",0,0
81,Question: when did the eagles play in the superbowl?. Answer:,"['February 6 , 2005']","1980, 1981, 1986, 1988,","1980, 1981, 1986, 1988,",0,0
81,Question: when did hollywood video go out of business?. Answer:,"['2005 .', 'May 2010']",2010,2005,0,0
81,Question: which state was returned to spain after the revolutionary war?. Answer:,"['Menorca', 'Florida']",Florida,Florida,1,1
81,Question: when will fairy tail final season be released?. Answer:,['2018'],"The final season of Fairy Tail, also known as Fairy Tail: Final Season,","The final season of Fairy Tail, titled ""Fairy Tail Final Season"", was",0,0
81,Question: where does the term pop music come from?. Answer:,['Britain'],"The term ""pop music"" originated in the 1920s in the United","From ""popular music"".",0,0
81,Question: what is the poorest county in the state of florida?. Answer:,['Union'],Hamilton County.,Hamilton County.,0,0
81,Question: who played the princess in kingsman secret service?. Answer:,['Hanna Alström'],Sophie Cookson,Sophie Cookson,0,0
81,Question: who did the united states win its independence from?. Answer:,"['Great Britain', 'the British Empire']",Great Britain,Great Britain,1,1
81,Question: where was the u.s.s maine when it exploded in 1898?. Answer:,['Havana Harbor'],"Havana, Cuba","Havana, Cuba",0,0
81,Question: how long do nhl players stay on waivers?. Answer:,['24 hours'],3-4 days,3-4 days,0,0
81,Question: who wrote song what a friend we have in jesus?. Answer:,"['Charles Crozat Converse', 'Joseph M. Scriven', 'William Bolcom']",Charles Crozat Converse,Charles Crozat Converse,1,1
81,Question: who plays the dragon queen from game of thrones?. Answer:,['Emilia Clarke'],Emilia Clarke,Emilia Clarke,1,1
81,Question: who sang i want to be bobbys girl?. Answer:,['Marcie Blane'],The Dixie Cups,Lesley Gore,0,0
81,Question: india's first arctic research station set up in 2008 what is the name?. Answer:,['Himadri Station'],Heimdal,Heimdal,0,0
81,Question: how many ammendments to the constitution have there been?. Answer:,"['Twenty - seven', 'Thirty - three']",27,27,0,0
81,Question: jharkhand which festival is associated with cattle worship?. Answer:,['Sohrai'],Rath Yatra,Rath Yatra,0,0
81,Question: which foreign currency option is the​ right but not the​ obligation to buy foreign​ currency?. Answer:,['foreign exchange option'],Call option.,Call option.,0,0
81,Question: who sings don't take your guns to town?. Answer:,"['Johnny Cash', 'U2']",Johnny Cash,Johnny Cash,1,1
81,Question: why is the indian ocean the warmest in the world?. Answer:,['human induced greenhouse warming'],Low salinity and high levels of freshwater input from rivers.,Low salinity and high levels of freshwater input from surrounding landmasses.,0,0
81,Question: who owns the delano hotel in las vegas?. Answer:,['MGM Resorts International'],MGM Resorts International.,MGM Resorts International.,1,1
81,Question: what is the most common blood type in sweden?. Answer:,"['A+', 'AB+']",Type A.,Type A.,0,0
81,Question: what is the point of a menstrual cup?. Answer:,"['to collect menstrual flow', 'collect menstrual flow']","To collect menstrual flow for disposal, reducing the need for tampons and pads.","To collect menstrual flow for disposal, reducing the need for tampons and pads.",1,1
81,Question: who is the cast of despicable me 3?. Answer:,"['Miranda Cosgrove', 'Nev Scharrel', 'Adrian Ciscato', 'Trey Parker', 'Pierre Coffin', 'Julie Andrews', 'Jenny Slate', 'Kristen Wiig', 'Andy Nyman', 'Dana Gaier', 'Steve Coogan', 'Steve Carell', 'John Cygan']","Steve Carell, Kristen Wiig, Trey Parker, Miranda Cosgrove,","Steve Carell, Kristen Wiig, Trey Parker, Miranda Cosgrove,",1,1
81,Question: who came up with the idea of the transcontinental railroad?. Answer:,['Dr. Hartwell Carver'],Asa Whitney.,Asa Whitney.,0,0
81,Question: who is the speaker in shooting an elephant?. Answer:,['Orwell'],The speaker is an unnamed British police officer.,The speaker is George Orwell.,0,1
81,Question: who plays the dad in nanny mcphee and the big bang?. Answer:,['Ewan McGregor'],Colin Firth,Colin Firth,0,0
81,Question: which level of weight bearing often comes with a set number of pounds?. Answer:,['Partial weight - bearing'],Partial weight bearing.,Partial weight bearing.,1,1
81,Question: who has trained the most melbourne cup winners?. Answer:,['Bart Cummings'],Lee Freedman.,Lee Freedman.,0,0
81,Question: who created the convention on the rights of the child?. Answer:,"['The United Nations', 'The UN General Assembly']",United Nations General Assembly,United Nations General Assembly,1,1
81,Question: what is the full form of ib board?. Answer:,"['The International Baccalaureate', 'International Baccalaureate']",International Baccalaureate,International Baccalaureate,1,1
81,Question: where do rory and paris go to college?. Answer:,"['Yale University ,', 'Yale University']",Yale University.,Yale University.,1,1
81,Question: lilo and stitch the series season 1 episode 1?. Answer:,['Richter'],"""Lilo Ho'ohule'a""","""Lilo Ho'ohule'a""",0,0
81,Question: what type of reproduction do whiptail lizards use?. Answer:,"['parthenogenesis', 'parthenogenic', 'Parthenogenesis']",Parthenogenesis,Parthenogenesis,1,1
81,Question: what is the female lion called in lion king?. Answer:,['Nala'],Queen,Sarabi,0,0
81,Question: when does the heart develop and begin pumping blood?. Answer:,"['by week 4 of development', 'week 4 of development']",The heart develops from the third week of embryonic development and begins pumping blood by,The heart develops from the third week of embryonic development and begins pumping blood by,0,0
81,Question: where does the movie road to perdition take place?. Answer:,"['Chicago', 'Rock Island , Illinois']",The movie Road to Perdition takes place in the 1930s in the,The movie Road to Perdition takes place in the 1930s in the,0,0
81,Question: what are the five compulsory prayers in islam?. Answer:,"['Zuhr', 'Isha', 'Maghrib', 'Asr', 'Fajr']","Salah, Fajr, Dhuhr, Asr, Magh","Salah, Fajr, Dhuhr, Asr, Magh",1,1
81,Question: where does new york drinking water come from?. Answer:,['the eastern Catskill Mountains'],Upstate New York and the Catskill Mountains.,Upstate New York and the Catskill Mountains.,0,0
81,Question: who wrote shes always a woman to me?. Answer:,"['Billy Joel', 'Joel']",Morrissey,Morris Albert,0,0
81,Question: who sang how can you mend a broken heart first?. Answer:,"['Bee Gees', 'the Bee Gees']",The Bee Gees.,The Bee Gees.,1,1
81,Question: what are the 5 boroughs of new york city?. Answer:,"['Staten Island', 'Queens', 'Brooklyn', 'the Bronx', 'Manhattan']","Manhattan, Brooklyn, Queens, the Bronx, and Staten Island.","Manhattan, Brooklyn, Queens, the Bronx, and Staten Island.",1,1
81,Question: how many walker texas ranger seasons are there?. Answer:,"['Eight', '8']",12,12,0,0
81,Question: when did ibuprofen become available over the counter?. Answer:,"['1983', '1984']",1976,1976,0,0
81,Question: where was the salvation army's christmas collection kettle first introduced?. Answer:,"['San Francisco', 'in San Francisco']","New York City, 1891.","New York City, 1891.",0,0
81,Question: where is this years army navy game played?. Answer:,"['Lincoln Financial Field', 'Lincoln Financial Field in Philadelphia']","Gale Stadium, Fort Bragg, North Carolina.","Gale Stadium, Fort Bragg, North Carolina.",0,0
81,Question: who wrote the french declaration of the rights of man and of the citizen?. Answer:,"['Thomas Jefferson', 'Lafayette', 'General Lafayette', 'Honoré Mirabeau']",Jean-Sylvain Bailly and Louis Michel Lepeletier de Saint-F,Jean-Sylvain Bailly and Louis Michel Lepeletier de Saint-F,0,0
81,Question: whos jack the ripper in gotham by gaslight?. Answer:,['Jacob Packer'],Selina Kyle (Catwoman).,Selina Kyle (Catwoman).,0,0
81,Question: what was the original purpose of the kremlin?. Answer:,"[""the tsar 's Moscow residence""]",Fortress and citadel.,Fortress and palace.,0,0
81,Question: converting stereo signal to mono signal is called?. Answer:,['Panning'],Summing.,Summing.,0,0
81,Question: who played taylor on the bold and beautiful?. Answer:,"['Sherilyn Wolter ( 1990 )', 'Hunter Tylo', 'Sherilyn Wolter']",Krista Allen,Krista Allen,0,0
81,Question: who wrote most of the declaration of independance?. Answer:,['Thomas Jefferson'],Thomas Jefferson.,Thomas Jefferson.,1,1
81,Question: kings and queens of england in the 1900s?. Answer:,"['George V', 'Elizabeth II', 'George VI', 'Edward VII', 'Edward VIII']","Edward VII (1901-1910), George V (1910-193","Edward VII (1901-1910), George V (1910-193",1,1
81,Question: describe the three phases of the normal blood clotting process?. Answer:,"['vasoconstriction ,', 'blood coagulation']",1. Primary hemostasis: Vessel constriction and platelet plug formation,1. Primary Hemostasis: Platelet adhesion and aggregation at the site,0,0
81,Question: who plays meredith quill in guardians of the galaxy 2?. Answer:,['Laura Jane Haddock'],Karen Gillan,Karen Gillan,0,0
81,Question: where does cleavage of the peptide bond by chymotrypsin occur?. Answer:,['digestive systems'],"On the carboxyl side of tyrosine, tryptophan,","On the carboxyl side of tyrosine, tryptophan,",0,0
81,Question: who plays joker in batman the dark knight?. Answer:,['Ledger'],Heath Ledger,Heath Ledger,1,1
81,Question: what is the name of the hyena in lion king?. Answer:,"['Shenzi', 'Banzai', 'Ed']",Shenzi,Shenzi,1,1
81,Question: when did movies start coming out in color?. Answer:,"['introduced around 1940', '1895']",1916,1916,0,0
81,Question: in florida it is illegal to sell alcohol before 1 pm on any sunday. this is an example of?. Answer:,['Blue laws'],Blue law.,Blue law.,1,1
81,Question: where does the red badge of courage take place?. Answer:,['the field of battle'],The American Civil War.,The American Civil War.,0,0
81,Question: what is the setting of a dolls house?. Answer:,"['a Norwegian town circa 1879', 'a Norwegian town']",Norway in the late 19th century.,Norway in the late 19th century.,0,0
81,Question: when is the next episode of flash airing?. Answer:,"['May 8 , 2018']","The next episode of The Flash is scheduled to air on March 9,",The Flash is currently on hiatus and has not announced a specific airdate for its,0,0
81,Question: when does the new season of law and order svu come on?. Answer:,"['September 27 , 2017']",The new season of Law & Order: SVU typically premieres in September or,The new season of Law & Order: SVU typically premieres in September or,0,0
81,Question: where does the electron transport chain pumps protons?. Answer:,"['mitochondrial membrane', 'across a membrane']",In the mitochondrial inner membrane.,In the mitochondrial inner membrane.,1,1
81,Question: who is the no. 1 ranked tennis player in the world?. Answer:,['Rafael Nadal'],Novak Djokovic,Novak Djokovic,0,0
81,Question: what type of bridge is the charles bridge?. Answer:,"['a bow bridge', 'bow bridge', 'Stone']",Arched stone bridge.,Arched stone bridge.,0,0
81,Question: when did the soviet union first gain control of parts of poland and the baltic republics?. Answer:,['14 June 1940'],September 1939,September 1939,0,0
81,Question: who is tinker air force base named after?. Answer:,['Major General Clarence L. Tinker'],"Tinker Air Force Base is named after Major General Clarence L. Tinker,","Tinker Air Force Base is named after Major General Clarence L. Tinker,",1,1
81,Question: when does i'm a celebrity get me out of here start in the uk?. Answer:,['2018'],September.,September.,0,0
81,Question: who did the whistling in the muppet movie?. Answer:,"['Andrew Bird', 'musician Andrew Bird']",Kermit the Frog.,Kermit the Frog.,0,0
81,Question: who is the first indian woman to be canonized as a saint?. Answer:,['Saint Alphonsa'],Alphonsa of the Immaculate Conception.,Alphonsa of the Immaculate Conception.,0,1
81,Question: when's the last time the philadelphia eagles played the new england patriots?. Answer:,['in Super Bowl LII'],"January 21, 2018.","January 21, 2018",0,0
81,Question: who was the author of the art of war?. Answer:,['Sun Tzu'],Sun Tzu,Sun Tzu,1,1
81,Question: how many times has south korea held the winter olympics?. Answer:,['two'],2,2,1,1
81,Question: when was where have all the flowers gone written?. Answer:,['1955'],1955,1955,1,1
81,Question: who is the number one ranked golfer in the world right now?. Answer:,['Dustin Johnson'],Jon Rahm,Jon Rahm,0,0
81,Question: who is credited with creating the gothic art movement?. Answer:,['Abbot Suger'],Abelard.,Abelard.,0,0
81,Question: who sang what are we doing in love?. Answer:,"['Dottie West', 'Kenny Rogers']",Nat King Cole.,Dean Martin,0,0
81,Question: who played young clark kent in 1978 superman?. Answer:,['Jeff East'],Stacy Haiduk,Stacy Haiduk,0,0
81,Question: what are the zords in the power rangers movie?. Answer:,['animal - themed Ninja Zords'],"Dragonzord, Megazord, Mastodon, Saber-Toothed","Dragonzord, Mastodon, Saber-Toothed Tiger, Tricer",0,0
81,Question: how long prime minister stay in office canada?. Answer:,['four years'],"Indefinite, as the Prime Minister serves at the pleasure of the Governor General","Indefinite, as there is no fixed term.",0,0
81,Question: whats the difference between tomato paste and tomato puree?. Answer:,['consistency'],Tomato paste is a concentrated form of tomatoes that has been cooked down to remove,Tomato paste is a concentrated form of tomatoes that has been cooked down to remove,0,0
81,Question: what was the ancient chinese umbrella used for?. Answer:,['a defense against rain'],Symbol of status and wealth.,Symbol of status and wealth.,0,0
81,Question: isdn uses b & d channels. what is d channel use for?. Answer:,"['control and signaling information', 'data', 'carries control and signaling information']",Signaling.,Signaling.,0,0
81,Question: who picks the chief justice of the illinois supreme court?. Answer:,['the court'],The Illinois Supreme Court justices elect the Chief Justice among themselves.,The Illinois Supreme Court justices elect the Chief Justice among themselves.,0,0
81,Question: when did seat belts become law in ontario?. Answer:,"['January 1 , 1976']",1978,1978,0,0
81,Question: who plays scrooge mcduck in the new ducktales?. Answer:,['David Tennant'],David Tennant,David Tennant,1,1
81,Question: what was vietnam called in the years before world war 2?. Answer:,['French Indochina'],French Indochina.,French Indochina.,1,1
81,Question: who wins the next iron chef super chefs?. Answer:,"['Geoffrey Zakarian', 'Zakarian']",I don't have information about the outcome of a specific episode of Iron Chef Super,I don't have information about the outcome of a specific episode of Iron Chef Super,0,0
81,Question: theme of the song roar by katy perry?. Answer:,"['standing up for oneself', 'self - empowerment']",Empowerment and self-acceptance.,Empowerment and self-acceptance.,0,0
81,Question: who wants a heart in the wizard of oz?. Answer:,"['the Tin Woodman', 'Tin Woodman']",The Scarecrow.,The Scarecrow.,0,0
81,Question: when did cricket go to 6 ball overs?. Answer:,"['1979 / 80', 'Since 1979 / 80']",Cricket has never had 6-ball overs.,Cricket has never had 6-ball overs.,0,0
81,Question: when is dancing on ice on the tv?. Answer:,['2019'],Dancing on Ice typically airs on ITV in the UK from January to March.,Dancing on Ice typically airs on ITV in the UK from January to March.,0,0
81,Question: who directed the best years of our lives?. Answer:,['William Wyler'],William Wyler,William Wyler,1,1
81,Question: who sang the theme song for laverne and shirley?. Answer:,['Cyndi Grecco'],Penny Marshall and Cindy Williams.,Penny Marshall and Cindy Williams.,0,0
81,Question: who wrote the song to make you feel my love?. Answer:,['Bob Dylan'],Gretchen Peters,Gretchen Peters,0,0
81,Question: what are the importance of rigor mortis in meat processing?. Answer:,['tenderness of meat'],"Determines post-mortem interval, helps in estimating time of death, aids in","Determines post-mortem interval, helps in estimating time of death, aids in",0,0
81,Question: who sang the song good morning good morning?. Answer:,"['Judy Garland', ""Donald O'Connor"", 'Gene Kelly', 'Debbie Reynolds', 'Mickey Rooney']",The Beatles,The Beatles,0,0
81,Question: who wrote the song would i lie to you?. Answer:,"['Peter Vale', 'Mike Leeson']",Dan Hill and John Sheahan.,Dan Hill and John Sheahan.,0,0
81,Question: who has the highest paid contract in the nba?. Answer:,['Stephen Curry'],Stephen Curry.,Stephen Curry.,1,1
81,Question: where was percy jackson and the olympians filmed?. Answer:,"['Vancouver', 'Mission , British Columbia']",Greece.,Greece.,0,0
81,Question: state the position of india in terms of population size?. Answer:,['second'],Second,Second,1,1
81,Question: what is the area code for phoenix arizona?. Answer:,"['602', '623', '480']",480,480,1,1
81,Question: when was i don't like mondays released?. Answer:,"['21 July 1979', '1979']",1981,1981,0,0
81,Question: who does the voice of nala in the lion king?. Answer:,"['Laura Williams', 'Moira Kelly', 'Sally Dworsky', 'Niketa Calame']",Moira Kelly,Moira Kelly,1,1
81,Question: which nfl coach has the most superbowl rings?. Answer:,['Bill Belichick'],Bill Belichick.,Bill Belichick.,1,1
81,Question: who was originally cast to play indiana jones?. Answer:,['Tom Selleck'],Burt Reynolds,Burt Reynolds,0,0
81,Question: who was the head of the spanish inquisition?. Answer:,"['Grand Inquisitor', 'Dominican Tomás de Torquemada', 'Tomás de Torquemada']",Tomás de Torquemada,Tomás de Torquemada,1,1
81,Question: who won the gold for the men's figure skating?. Answer:,['Yuzuru Hanyu'],Yuzuru Hanyu,Yuzuru Hanyu,1,1
81,Question: where was robin hood prince of thieves made?. Answer:,['the United Kingdom'],"Morgan Creek Studios, California, USA.","Morgan Creek Studios, California, USA.",0,0
81,Question: who sang with eternal on i wanna be the only one?. Answer:,['BeBe Winans'],BeBe Winans,BeBe Winans,1,1
81,Question: who was the aztec ruler when the spanish arrived?. Answer:,"['Moctezuma II', 'emperor Cuauhtemoc']",Moctezuma II,Moctezuma II,1,1
81,Question: who sings god is great beer is good?. Answer:,['Currington'],John Butler,John Butler,0,0
81,Question: when does jo come in grey's anatomy?. Answer:,"['2012', 'July 2012', 'season 9']",Jo Wilson (played by Camilla Luddington) enters Grey's Anatomy in,Jo Wilson (played by Camilla Luddington) enters Grey's Anatomy in,0,0
81,Question: factories that assemble parts made in other countries?. Answer:,['special economic zones'],Contract manufacturers,Contract manufacturers,0,0
81,Question: who was charlie writing to in perks of being a wallflower movie?. Answer:,['an unknown recipient'],Sam.,Sam.,0,0
81,Question: where does the president get authority to issue executive orders?. Answer:,['Constitution'],The Constitution.,The Constitution.,1,1
81,Question: who does dwyane wade play for right now?. Answer:,"['Miami Heat', 'the Miami Heat']",Retired.,Retired.,0,0
81,Question: who were the the continent of the americas named after logically?. Answer:,['Amerigo Vespucci'],Américas,Américas,0,0
81,Question: who wrote old flames cant hold a candle to you?. Answer:,"['Hugh Moffatt', 'Patricia Rose Sebert', 'Pebe Sebert', 'Pebe Sebert and Hugh Moffatt']",Barbara Hambly,Barbara Hambly,0,0
81,Question: what is the coldest it has ever been in antarctica?. Answer:,['− 128.6 ° F'],−93.2°C (−135.8°F),−93.2°C (−135.8°F),0,0
81,Question: who won big brother head of household canada?. Answer:,['Kaela'],Sarah Hanlon,Sarah Hanlon,0,0
81,Question: what is a coherent set of values and beliefs about public policy called?. Answer:,"['ideology', 'a political ideology', 'political ideology']",Philosophy.,Philosophy.,0,0
81,Question: who plays the characters in yo gabba gabba?. Answer:,"['Plex', 'Foofa', 'Toodee', 'DJ Lance Rock', 'Gooble', 'Brobee', 'Muno']","Cynthia Vance, Christian Jacobs, and Scott Schultz.","Cynthia Vance, Christian Jacobs, and Scott Schultz.",0,0
81,Question: when did we decide to leave the eu?. Answer:,['23 June 2016'],"January 31, 2020.","January 31, 2020.",0,0
81,Question: who has won the most united states championships?. Answer:,"['Ric Flair', 'Lex Luger']",Billie Jean King,Billie Jean King,0,0
81,Question: when did television come out in the us?. Answer:,"['July 2 , 1928', '1928']",1941,1941,0,0
81,Question: who sold the most records elvis or the beatles?. Answer:,['The Beatles'],The Beatles.,The Beatles.,1,1
81,Question: when does buffy tell her friends she was in heaven?. Answer:,['Something to Sing About'],"In the episode ""The Zeppo"" (Season 4, Episode 13","In ""The Zeppo"" (Season 4, Episode 13).",0,0
81,Question: when was how deep is your love released?. Answer:,"['September 1977', '1977']",1984,1986,0,0
81,Question: where does the white witch live in narnia?. Answer:,['her castle'],In the Waste Land.,In the Waste Land.,0,0
