edit_index,question,label,pre_edit,post_edit,pre_edit_eval,post_edit_eval
81,Question: has tampa ever been hit by a hurricane. Answer:,True,True,True,1,1
81,Question: is federal income tax the same as social security. Answer:,False,False.,False.,1,1
81,Question: is the monorail at disney a maglev train. Answer:,False,False.,False.,1,1
81,Question: is song of solomon the same as song of songs. Answer:,True,True,True,1,1
81,Question: does anne of green gables end up with gilbert. Answer:,True,True,True,1,1
81,Question: is the calvin cycle and dark reaction the same. Answer:,True,False.,False.,0,0
81,Question: are flat feet the same as fallen arches. Answer:,True,True,True,1,1
81,Question: is father's day the same day every year. Answer:,False,False.,False.,1,1
81,Question: is california state route 73 a toll road. Answer:,True,False.,False.,0,0
81,Question: does an enhanced license work to get into canada. Answer:,True,"True,","True,",1,1
81,Question: are there grizzly bears in the united states. Answer:,True,True,True,1,1
81,Question: is there such a thing as a miniature pig. Answer:,False,True,True,0,0
81,Question: is finders keepers a sequel to mr mercedes. Answer:,True,False.,False.,0,0
81,Question: will all xbox 360 games work on xbox one. Answer:,False,False.,False.,1,1
81,Question: does the equal time rule apply to newspapers. Answer:,False,False.,False.,1,1
81,Question: is there a continuation to avengers infinity war. Answer:,True,True.,True.,1,1
81,Question: is bye bye baby owned by bed bath and beyond. Answer:,True,False.,False.,0,0
81,Question: is iron man part of the justice league. Answer:,False,False,False.,1,1
81,Question: is los cabos the same as cabo san lucas. Answer:,False,False.,False.,1,1
81,Question: is american college of education accredited in new york. Answer:,False,False.,False.,1,1
81,Question: is 22 magnum and 22 wmr the same. Answer:,True,False.,False.,0,0
81,Question: is saigon now called ho chi minh city. Answer:,True,True,True,1,1
81,Question: is time warner and time warner cable the same company. Answer:,False,False.,False.,1,1
81,Question: is managerial accounting and management accounting the same. Answer:,True,True,True,1,1
81,Question: is season 7 of new girl the last season. Answer:,True,True,True,1,1
81,Question: is the national cathedral in washington dc catholic. Answer:,False,True,True,0,0
81,Question: can we travel to ireland with schengen visa. Answer:,False,False.,False.,1,1
81,Question: is 1 a prime factor of every number. Answer:,False,False.,False.,1,1
81,Question: will there be a 3rd season of the paradise. Answer:,False,I',I',0,0
81,Question: do we still follow the articles of confederation. Answer:,False,False.,False.,1,1
81,Question: does dory find her parents in finding dory. Answer:,True,True,True,1,1
81,Question: do the try guys no longer work for buzzfeed. Answer:,True,True,True,1,1
81,Question: is the walking dead same as fear the walking dead. Answer:,False,False.,False.,1,1
81,Question: was all in the family filmed in front of a live audience. Answer:,True,True,True,1,1
81,Question: does the chevy cobalt ss come in automatic. Answer:,True,True,True,1,1
81,Question: did the brewers make it to the world series. Answer:,True,False.,False.,0,0
81,Question: does beckett ever find out who killed her mom. Answer:,True,False.,False.,0,0
81,Question: are there any p 38 lightnings still flying. Answer:,True,False.,False.,0,0
81,Question: is there free to air tv in the usa. Answer:,True,True,True,1,1
81,Question: are sperm whales on the endangered species list. Answer:,False,False.,True,1,0
81,Question: is a learner's license the same as a permit. Answer:,True,True,True,1,1
81,Question: will there be a season 4 of game shakers. Answer:,False,False.,False.,1,1
81,Question: is there a new season of hart of dixie. Answer:,False,False.,False.,1,1
81,Question: can you grow banana trees from a banana. Answer:,False,False.,False.,1,1
81,Question: can an american president run for 3 terms. Answer:,False,False.,False.,1,1
81,Question: can a filibuster take place in the house. Answer:,False,True.,True.,0,0
81,Question: is round of 16 world cup single elimination. Answer:,True,False.,False.,0,0
81,Question: is top sirloin steak the same as sirloin steak. Answer:,False,True,True,0,0
81,Question: are sheet rock and drywall the same thing. Answer:,True,True,True,1,1
81,Question: does marion die in raiders of the lost ark. Answer:,False,False.,False.,1,1
81,Question: do they still make $2 bills in 2018. Answer:,True,False.,False.,0,0
81,Question: did marv die in the first sin city. Answer:,True,False.,False.,0,0
81,Question: can you run on a dropped third strike in little league. Answer:,False,False.,False.,1,1
81,Question: are discouraged workers part of the unemployment rate. Answer:,False,False.,False.,1,1
81,Question: are there state income taxes in new mexico. Answer:,True,True,True,1,1
81,Question: do all xbox 360 discs work on xbox one. Answer:,False,False.,False.,1,1
81,Question: do penguins have feathers arising from the epidermis. Answer:,True,True,True,1,1
81,Question: do you have to be an all star to participate in the home run derby. Answer:,False,False.,False.,1,1
81,Question: was sorry to bother you filmed in oakland. Answer:,True,False.,False.,0,0
81,Question: does us have military bases in saudi arabia. Answer:,False,True,True,0,0
81,Question: is the isle of man part of the european economic area. Answer:,False,False.,False.,1,1
81,Question: is there a movie the handmaid's tale. Answer:,True,True,True,1,1
81,Question: do caroline and stefan date in vampire diaries. Answer:,True,True,True,1,1
81,Question: is there a storyline in just cause 3. Answer:,True,True,True,1,1
81,Question: does the girl die in brain on fire. Answer:,False,True,True,0,0
81,Question: is amy's baking company in scottsdale still open. Answer:,False,I don,I don,0,0
81,Question: does the us court of appeals have original jurisdiction. Answer:,False,False.,False.,1,1
81,Question: is boric acid and orthoboric acid the same. Answer:,True,False.,False.,0,0
81,Question: is women's college world series double elimination. Answer:,True,False.,False.,0,0
81,Question: is there a tunnel under the english channel. Answer:,True,True.,True.,1,1
81,Question: will there be a season 5 of shadowhunters. Answer:,False,False.,False.,1,1
81,Question: can you boat from lake michigan to atlantic ocean. Answer:,True,False.,False.,0,0
81,Question: can i have more than one queen in chess. Answer:,True,False.,False.,0,0
81,Question: are cowpeas and black eyed peas the same thing. Answer:,True,False.,False.,0,0
81,Question: is why don't we still a band. Answer:,True,False.,False.,0,0
81,Question: is an australian cattle dog the same as a blue heeler. Answer:,True,True,True,1,1
81,Question: can you get to south america by car. Answer:,False,False.,False.,1,1
81,Question: does teddy come back to grey's anatomy. Answer:,True,False.,False.,0,0
81,Question: do you get the money you win on jeopardy. Answer:,True,True.,True.,1,1
81,Question: does gram positive have a thick cell wall. Answer:,True,True,True,1,1
81,Question: is the iphone se before the iphone 6. Answer:,False,False.,False.,1,1
81,Question: is it possible for a zebra and a horse to interbreed. Answer:,True,False.,False.,0,0
81,Question: is the closer and major crimes the same. Answer:,False,False.,False.,1,1
81,Question: are tom riddle and voldemort the same person. Answer:,True,True,True,1,1
81,Question: did the cincinnati bengals ever win a superbowl. Answer:,False,False,False,1,1
81,Question: can you vote as a permanent resident in canada. Answer:,False,True.,True.,0,0
81,Question: do u get paid to be on survivor. Answer:,True,True.,True.,1,1
81,Question: does the crew 2 have a story line. Answer:,False,True,True,0,0
81,Question: is fantastic beasts and where to find them a prequel. Answer:,True,True,True,1,1
81,Question: did england beat belgium in the world cup. Answer:,False,False.,False.,1,1
81,Question: is there an official release date for the last airbender 2. Answer:,False,False.,False.,1,1
81,Question: have scotland ever been in the world cup final. Answer:,False,False.,False.,1,1
81,Question: is commodity code the same as hs code. Answer:,True,False.,False.,0,0
81,Question: is netflix ozark based on a true story. Answer:,False,False.,False.,1,1
81,Question: are the pirates of the caribbean movies based on books. Answer:,False,True,True,0,0
81,Question: can a glass window break on its own. Answer:,True,True,True,1,1
81,Question: can glucogenic amino acids be used to make glucose. Answer:,True,True,True,1,1
81,Question: can there be a word without a vowel. Answer:,True,True.,True.,1,1
81,Question: are there any tin mines left in cornwall. Answer:,False,True.,True.,0,0
81,Question: do runs have to be the same suit in gin rummy. Answer:,True,False.,False.,0,0
81,Question: does windows include a restore utility which is used to restore your backup. Answer:,True,True,True,1,1
81,Question: does a flask count as an open container. Answer:,True,True,True,1,1
81,Question: has ireland ever beaten the wallabies in australia. Answer:,True,True.,True.,1,1
81,Question: can triamcinolone acetonide cream be used to treat poison ivy. Answer:,True,True.,True.,1,1
81,Question: is impaired driving a criminal offence in alberta. Answer:,True,True,True,1,1
81,Question: will there be a 5th season of the killing. Answer:,False,"True,","True,",0,0
81,Question: do alligators drown their prey and eat it later. Answer:,True,False.,False.,0,0
81,Question: is take me home country roads about virginia. Answer:,False,True,True,0,0
81,Question: is infinity war going to be a trilogy. Answer:,False,False.,False.,1,1
81,Question: is there a star wars movie this year. Answer:,True,False.,False.,0,0
81,Question: can any organs in the digestive system be transplanted. Answer:,True,True.,True.,1,1
81,Question: is the movie vertical limit a true story. Answer:,False,False.,False.,1,1
81,Question: can it rain if there are no clouds. Answer:,True,False.,False.,0,0
81,Question: has anyone won more than one congressional medal of honor. Answer:,True,False.,False.,0,0
81,Question: can an mlb game end in a tie. Answer:,False,False.,False.,1,1
81,Question: can protein pass through the blood brain barrier. Answer:,False,False.,False.,1,1
81,Question: is an isothermal change the internal energy of the ideal gas molecules. Answer:,True,True.,True.,1,1
81,Question: can you take a picture of anyone in public uk. Answer:,True,False.,False.,0,0
81,Question: can you play soccer on a football field. Answer:,True,True,True,1,1
81,Question: can you really hear the ocean in a seashell. Answer:,False,False.,False.,1,1
81,Question: can a horse and a donkey have a baby. Answer:,True,False.,False.,0,0
81,Question: has croatia ever made it to the finals in the world cup. Answer:,True,True,True,1,1
81,Question: does america have a team in the world cup. Answer:,False,False.,False.,1,1
81,Question: does the waterloo and city line run on sundays. Answer:,False,False.,False.,1,1
81,Question: is there such a thing as an upside down rainbow. Answer:,True,False.,True.,0,1
81,Question: is the us postal service part of the federal government. Answer:,True,True,True,1,1
81,Question: is a midsummer night's dream a comedy. Answer:,True,True,True,1,1
81,Question: are driving laws the same in all states. Answer:,False,False.,False.,1,1
81,Question: is a girdle the same as a corset. Answer:,False,False.,False.,1,1
81,Question: has russia ever made it to the world cup finals. Answer:,False,False.,False.,1,1
81,Question: is a toothed belt the same as a cam belt. Answer:,True,False.,False.,0,0
81,Question: are bank holidays and public holidays the same. Answer:,False,False.,False.,1,1
81,Question: does the jeep commander have a third row. Answer:,True,False.,False.,0,0
81,Question: can an ectopic pregnancy be carried to term. Answer:,True,False.,False.,0,0
81,Question: will there be a sequel to the movie predators. Answer:,True,"True,","True,",1,1
81,Question: is guitar center and musicians friend the same company. Answer:,True,False.,False.,0,0
81,Question: is there a season four of red rock. Answer:,False,False.,False.,1,1
81,Question: was the movie heat based on a book. Answer:,False,False.,False.,1,1
81,Question: is it legal to smoke weed in ireland. Answer:,False,False.,False.,1,1
81,Question: does elena die for good in vampire diaries. Answer:,False,True,True,0,0
81,Question: do they still have fox hunts in england. Answer:,False,True.,True.,0,0
81,Question: is it legal to escape from prison in germany. Answer:,False,True,True.,0,0
81,Question: does colorado school of mines have a football team. Answer:,True,True,True,1,1
81,Question: is i-94 a toll road in michigan. Answer:,False,False.,False.,1,1
81,Question: can a hammer be used as a weapon. Answer:,True,True,True,1,1
81,Question: is an english bull terrier a pit bull. Answer:,False,False.,False.,1,1
81,Question: is there a third clash of the titans. Answer:,False,True.,"True,",0,0
81,Question: do radio waves travel at the speed of light. Answer:,True,True,True,1,1
81,Question: is there any chocolate in reese's pieces. Answer:,False,True,True,0,0
81,Question: is the san andreas fault a transform boundary. Answer:,True,True,True,1,1
81,Question: is a timber wolf the same as a gray wolf. Answer:,True,True,True,1,1
81,Question: did they have reflex sights in world war 2. Answer:,True,True,True,1,1
81,Question: do i use plumbers tape on compression fittings. Answer:,False,False.,False.,1,1
81,Question: does the handsome jack collection come with all dlc. Answer:,True,False.,False.,0,0
81,Question: can a dog be mixed with 3 breeds. Answer:,True,True.,True.,1,1
81,Question: is little red riding hood a grimm fairytale. Answer:,True,True,True,1,1
81,Question: is ellen's game of games still on tv. Answer:,True,I',I',0,0
81,Question: does the state of kansas have the death penalty. Answer:,True,True,True,1,1
81,Question: did peyton manning ever play eli manning in the super bowl. Answer:,False,False.,False.,1,1
81,Question: is there an age limit to compete in the olympics. Answer:,True,True,True,1,1
81,Question: will there be another season of ad the bible continues. Answer:,False,I',I',0,0
81,Question: is the book of jasher in the bible. Answer:,False,False.,False.,1,1
81,Question: are st bernards and bernese mountain dogs related. Answer:,True,True,True,1,1
81,Question: is there any nuclear power plants in canada. Answer:,True,True,True,1,1
81,Question: will there be a season 5 the 100. Answer:,True,"True,","True,",1,1
81,Question: is there a disorder for being obsessed with someone. Answer:,True,True.,True.,1,1
81,Question: does the world cup trophy have a name. Answer:,False,True.,True.,0,0
81,Question: is there anything higher than a 100 dollar bill. Answer:,False,"True,","True,",0,0
81,Question: are there cars that run on natural gas. Answer:,True,True,True,1,1
81,Question: is the bald eagle the biggest bird in the world. Answer:,False,False.,False.,1,1
81,Question: are research and scientific method related to one another. Answer:,True,True,True,1,1
81,Question: does the drinking age vary from state to state. Answer:,False,True,True,0,0
81,Question: is there going to be fauda season 3. Answer:,True,As of,As of,0,0
81,Question: are dentures and false teeth the same thing. Answer:,True,True,True,1,1
81,Question: are liquor stores open on memorial day oklahoma. Answer:,False,False.,False.,1,1
81,Question: does the little girl in the movie crash die. Answer:,False,False.,False.,1,1
81,Question: is there an english translation of the torah. Answer:,True,True,True,1,1
81,Question: will there be a new total drama series. Answer:,True,As of,As of,0,0
81,Question: is the going to be another avengers infinity war. Answer:,True,False.,False.,0,0
81,Question: can you break someone's wrist by twisting it. Answer:,True,True,True,1,1
81,Question: are solar cells the same as solar panels. Answer:,False,False.,False.,1,1
81,Question: did izzie stevens die on grey's anatomy. Answer:,False,True,True,0,0
81,Question: are honey bees the same as bumble bees. Answer:,False,False.,False.,1,1
81,Question: is the us 2 dollar bill still in circulation. Answer:,True,False.,False.,0,0
81,Question: is there really a porpoise spit in australia. Answer:,False,False.,False.,1,1
81,Question: does only the winner get money on tipping point. Answer:,True,False.,False.,0,0
81,Question: is canada part of the human rights council. Answer:,True,False.,False.,0,0
81,Question: can ingrown toenails come back after being removed. Answer:,True,True,True,1,1
81,Question: does switzerland allow free movement of eu citizens. Answer:,True,True,True,1,1
81,Question: is adjusted gross income same as taxable income. Answer:,False,False.,False.,1,1
81,Question: was the song footloose made for the movie. Answer:,True,True,True,1,1
81,Question: does the magnitude of a physical quantity change with the change in the system of units. Answer:,False,True.,True.,0,0
81,Question: do monster energy drinks have alcohol in them. Answer:,False,False.,False.,1,1
81,Question: do you have to be born in us to become president. Answer:,True,True,True,1,1
81,Question: was the lizzie mcguire movie filmed in rome. Answer:,True,True,True,1,1
81,Question: does the mississippi river flow into the pacific ocean. Answer:,False,False.,False.,1,1
81,Question: did the jamaican bobsled team carry the sled. Answer:,False,True,True,0,0
81,Question: is superman going to be in the new justice league movie. Answer:,True,False.,False.,0,0
81,Question: will there be another chucky movie after cult of chucky. Answer:,True,"True,","True,",1,1
81,Question: do you have to raise double in poker. Answer:,True,False.,False.,0,0
81,Question: does the foreword go before the table of contents. Answer:,False,True,True,0,0
81,Question: is there such a thing as garlic allergy. Answer:,True,True,True,1,1
81,Question: is there a green lantern movie coming out. Answer:,True,As of,As of,0,0
81,Question: is all of thailand in the same time zone. Answer:,True,True,True,1,1
81,Question: was there more than one pharaoh at a time. Answer:,True,True,True,1,1
81,Question: are zip code and postal code the same. Answer:,True,True,True,1,1
81,Question: is sudan and south sudan the same country. Answer:,False,False.,False.,1,1
81,Question: does ethanol take more energy make that produces. Answer:,False,True.,True.,0,0
81,Question: is i cant believe its not butter margarine. Answer:,False,True,True,0,0
81,Question: can you have a surrogate mother in australia. Answer:,True,True,True,1,1
81,Question: is it illegal to deface money in the uk. Answer:,True,True,True,1,1
81,Question: is there a sequel to the movie i am four. Answer:,False,False.,False.,1,1
81,Question: are there any living survivors from world war 1. Answer:,False,False.,False.,1,1
81,Question: is the wizarding world of harry potter in islands of adventure. Answer:,True,True,True,1,1
81,Question: is there a time limit on trade secrets. Answer:,False,False.,False.,1,1
81,Question: are trinidad and tobago in the world cup 2018. Answer:,False,False.,False.,1,1
81,Question: does maple syrup come straight from the tree. Answer:,False,False.,False.,1,1
81,Question: have any of the school shootings been at private schools. Answer:,True,True.,True.,1,1
81,Question: is outcome variable the same as dependent variable. Answer:,True,True,True,1,1
81,Question: is it possible for a person to have two different colored eyes. Answer:,True,True,True,1,1
81,Question: has a club pro ever won the pga. Answer:,True,True.,True.,1,1
81,Question: will the us ever get high speed rail. Answer:,True,True.,True.,1,1
81,Question: does majora's mask have a time limit. Answer:,True,True,True,1,1
81,Question: is it possible to run for 24 hours. Answer:,True,"True,","True,",1,1
81,Question: is there a opening ceremony for world cup. Answer:,True,True,True,1,1
81,Question: is interstate 70 in kansas a toll road. Answer:,True,False.,False.,0,0
81,Question: is the book of deuteronomy in the new testament. Answer:,False,False.,False.,1,1
81,Question: is english the official language of south africa. Answer:,False,True,True,0,0
81,Question: is there a movie after i am number 4. Answer:,False,"True,","True,",0,0
81,Question: is an engine speed sensor the same as a crankshaft sensor. Answer:,True,True.,True.,1,1
81,Question: do you win chess by taking the queen. Answer:,False,False.,False.,1,1
81,Question: does the host of americas got talent get a golden buzzer. Answer:,True,False.,False.,0,0
81,Question: was the tower of london a royal residence. Answer:,True,True,True,1,1
81,Question: is hcf a not for profit health fund. Answer:,True,False.,False.,0,0
81,Question: did lonnie die on days of our lives. Answer:,False,True,True,0,0
81,Question: is a half barrel the same as a keg. Answer:,True,False.,False.,0,0
81,Question: is there a movie after meet the fockers. Answer:,True,True.,True.,1,1
81,Question: is the esophagus in front of the heart. Answer:,False,False.,False.,1,1
81,Question: is a red panda related to a panda. Answer:,False,True,True,0,0
81,Question: does a .org have to be a non profit. Answer:,False,True.,True.,0,0
81,Question: can you get a ticket for j walking. Answer:,True,True.,True.,1,1
81,Question: is a nissan titan a full size truck. Answer:,True,True,True,1,1
81,Question: are all xbox games compatible with xbox one. Answer:,False,False.,False.,1,1
81,Question: did king louie die in the jungle book 2016. Answer:,False,False.,False.,1,1
81,Question: is a tax free savings account an investment. Answer:,True,True,True,1,1
81,Question: are only commercial banks subject to​ runs. Answer:,False,False.,False.,1,1
81,Question: is rosso vermouth the same as sweet vermouth. Answer:,False,False.,False.,1,1
81,Question: are there any states that do not have a seat belt law. Answer:,True,True.,True.,1,1
81,Question: is there a 4th film in divergent series. Answer:,False,"True,",True,0,0
81,Question: are there sharks in the long island sound. Answer:,True,True,True,1,1
81,Question: is powder sugar the same as confectioners sugar. Answer:,True,True,True,1,1
81,Question: did jon snow die in season 5 finale. Answer:,True,True,True,1,1
81,Question: was there a tsunami in the 1906 san francisco earthquake. Answer:,True,True,True,1,1
81,Question: are greenwich village and the west village the same. Answer:,False,False.,False.,1,1
81,Question: does steph curry have an olympic gold medal. Answer:,False,False.,False.,1,1
81,Question: is it true that ethiopia has 13 months. Answer:,True,True,True,1,1
81,Question: is there still a water crisis in cape town. Answer:,True,As of,As of,0,0
81,Question: is the spleen part of the circulatory system. Answer:,False,False.,False.,1,1
81,Question: is let there be light a true story. Answer:,False,False.,False.,1,1
81,Question: have any supreme court justices ever been removed. Answer:,False,False.,False.,1,1
81,Question: does wednesday die in what happened to monday. Answer:,True,False.,False.,0,0
81,Question: is a power adapter the same as a charger. Answer:,False,False.,False.,1,1
81,Question: can you drink the water in flint now. Answer:,False,False.,I don,1,0
81,Question: was arthur and george based on a true story. Answer:,True,True.,True.,1,1
81,Question: can a puppy see when they first open their eyes. Answer:,True,True.,True.,1,1
81,Question: are corn chips and tortilla chips the same. Answer:,False,False.,False.,1,1
81,Question: is film stars don't die in liverpool a true story. Answer:,True,False.,False.,0,0
81,Question: is a particle the same as a molecule. Answer:,False,False.,False.,1,1
81,Question: is tartar sauce and cream of tartar the same. Answer:,False,False.,False.,1,1
81,Question: did they do a remake of the shining. Answer:,True,True.,"True,",1,1
81,Question: can u be offside from a goal kick. Answer:,False,True,True,0,0
81,Question: did deep blue sea 2 come out in theaters. Answer:,False,True,True,0,0
81,Question: is atmospheric pressure always equal to 1 atm. Answer:,False,False.,False.,1,1
81,Question: do you count walks in the batting average. Answer:,False,False.,False.,1,1
81,Question: were the balkans part of the ottoman empire. Answer:,True,True,True,1,1
81,Question: is the sound of music set in austria. Answer:,True,True,True,1,1
81,Question: is the united states apart of the eu. Answer:,False,False,False,1,1
81,Question: is there such a thing as a fainting goat. Answer:,True,True,True,1,1
81,Question: is it rare to have 6 wisdom teeth. Answer:,True,False.,False.,0,0
81,Question: can you build up immunity to snake venom. Answer:,True,True.,True.,1,1
81,Question: has the data protection act 1998 been superseded. Answer:,True,True,True,1,1
81,Question: is the indian motorcycle made in united states. Answer:,True,True,True,1,1
81,Question: are a cougar and a mountain lion the same thing. Answer:,True,True,True,1,1
81,Question: are pork n beans the same as baked beans. Answer:,False,False.,False.,1,1
81,Question: does every state have a good samaritan law. Answer:,True,False.,False.,0,0
81,Question: do you need a permit to open carry in nc. Answer:,False,True,True.,0,0
81,Question: does gaston die in the original beauty and the beast. Answer:,True,True,True,1,1
81,Question: is fullmetal alchemist brotherhood a continuation of the original. Answer:,False,True,True,0,0
81,Question: can you pick up the first card in rummy. Answer:,True,False.,False.,0,0
81,Question: does a two dollar bill have any value. Answer:,True,True.,True.,1,1
81,Question: does angel food cake have flour in it. Answer:,True,False.,False.,0,0
81,Question: is the trachea part of the upper respiratory system. Answer:,False,True,True,0,0
81,Question: has india won a gold medal in olympics. Answer:,True,True,True,1,1
81,Question: can a person die from a broken neck. Answer:,True,True,True,1,1
81,Question: is there a material that contracts with electricity. Answer:,True,True.,True.,1,1
81,Question: has there ever been a american ninja warrior. Answer:,True,True,True,1,1
81,Question: do the internal intercostal muscles contract during inspiration. Answer:,True,True,True.,1,1
81,Question: will there be a season 5 of steven universe. Answer:,True,False.,False.,0,0
81,Question: can a return address be a po box. Answer:,True,True,True,1,1
